timestamp,participant_id,part,mini_block,trial_in_block,trial_uid,trial_type,polygon_id,polygon_case,polygon_json_path,image_id,image_path,category,bias_level,aperture_scale_factor,cue_pos_id,cue_x_px,cue_y_px,cue_x_deg,cue_y_deg,stimulus_duration_s,iti_s,max_drift_time_s,drift_retry_limit,aoi_radius_deg,aoi_radius_px,validation_rms_before_trial,validation_max_err_before_trial,center_screen_x_px,center_screen_y_px,center_screen_x_deg,center_screen_y_deg,center_mass_x_px,center_mass_y_px,center_mass_x_deg,center_mass_y_deg,dist_center_mass_to_screen_deg,angle_center_mass_to_screen_deg,center_hull_x_px,center_hull_y_px,center_hull_x_deg,center_hull_y_deg,dist_center_hull_to_screen_deg,angle_center_hull_to_screen_deg,center_bbc_x_px,center_bbc_y_px,center_bbc_x_deg,center_bbc_y_deg,dist_center_bbc_to_screen_deg,angle_center_bbc_to_screen_deg,center_icc_x_px,center_icc_y_px,center_icc_x_deg,center_icc_y_deg,dist_center_icc_to_screen_deg,angle_center_icc_to_screen_deg,fixation_achieved,fixation_attempts,fixation_total_time_s,ts_trial_start,ts_recording_start,ts_cue_onset,ts_fixation_end,ts_stim_onset,ts_stim_offset,ts_iti_onset,ts_iti_offset,ts_recording_stop,ts_trial_end,trial_start_time,trial_end_time,trial_duration_s,aborted,user_abort
2026-02-03T12:21:53.697032,P35,A,1,1,A_MB01_T001,image,pair_C2_03,pair_C2_chc_vs_bbc_icc,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,A_Random_169,data/raw/stimuli/CAT2000/Random/169.jpg,Random,nan,1987,grid_11,960,540,12.049751363346202,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.20023450022563338,154.79439230030403,155.29600820038468,155.30905470019206,161.4690324002877,156.89183900039643,160.90914630005136,160.90914630005136,161.4110438004136,161.4690354000777,161.41107650008053,154.79439230030403,161.41107650008053,6.6166841997765005,False,
2026-02-03T12:22:01.215657,P35,A,1,2,A_MB01_T002,image,pair_C2_01,pair_C2_chc_vs_bbc_icc,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,A_Satelite_097,data/raw/stimuli/CAT2000/Satelite/097.jpg,Satelite,nan,1987,grid_12,1920,540,23.119020643887126,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.8973441999405622,161.46987790009007,162.6790084000677,162.69247460039333,168.98803020035848,164.408197700046,168.4259973000735,168.4259973000735,168.9278909000568,168.98803290026262,168.92792170029134,161.46987790009007,168.92792170029134,7.458043800201267,False,
2026-02-03T12:22:09.747824,P35,A,1,3,A_MB01_T003,image,baseline_rect_01,baseline_rectangle,data/raw/stimuli/polygons/baseline_rectangle.json,A_Sketch_155,data/raw/stimuli/CAT2000/Sketch/155.jpg,Sketch,nan,1987,grid_13,2880,540,32.63520862273857,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,2.5159283997491,168.98867700016126,171.81100790016353,171.82608500029892,177.52003100002185,172.94212100002915,176.9594929004088,176.9594929004088,177.46147430036217,177.52003380004317,177.46150820003822,168.98867700016126,177.46150820003822,8.472831199876964,False,
2026-02-03T12:22:16.297871,P35,A,1,4,A_MB01_T004,image,iso_icc_01,iso_icc,data/raw/stimuli/polygons/iso_icc_01.json,A_Object_075,data/raw/stimuli/CAT2000/Object/075.jpg,Object,nan,1987,grid_21,960,1080,12.049751363346202,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.2002368001267314,177.5207717004232,178.03900740016252,178.0595993003808,184.0700314003043,179.4918753001839,183.50969730038196,183.50969730038196,184.0115225003101,184.0700342003256,184.0115512004122,177.5207717004232,184.0115512004122,6.490779499989003,False,
2026-02-03T12:22:22.565626,P35,A,1,5,A_MB01_T005,image,allfar_convex_01,allfar_convex,data/raw/stimuli/polygons/allfar_convex.json,A_Random_155,data/raw/stimuli/CAT2000/Random/155.jpg,Random,nan,1987,grid_22,1920,1080,23.119020643887126,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.20025660004466772,184.0707734003663,184.58300740038976,184.5931094000116,190.33803030010313,185.7593538002111,189.7765262001194,189.7765262001194,190.2783050001599,190.33803310012445,190.2783338003792,184.0707734003663,190.2783338003792,6.207560400012881,False,
2026-02-03T12:22:34.565902,P35,A,1,6,A_MB01_T006,image,allfar_intermediate_01,allfar_intermediate,data/raw/stimuli/polygons/allfar_intermediate.json,A_Satelite_015,data/raw/stimuli/CAT2000/Satelite/015.jpg,Satelite,nan,1987,grid_23,2880,1080,32.63520862273857,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,5.4467926998622715,190.33870680024847,196.09600970009342,196.10997360013425,202.33802920021117,197.75874800002202,201.7767850002274,201.7767850002274,202.27864870009944,202.3380319001153,202.27867850009352,190.33870680024847,202.27867850009352,11.939971699845046,False,
2026-02-03T12:22:42.740439,P35,A,1,7,A_MB01_T007,image,pair_C1_03,pair_C1_bbc_vs_chc_icc,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,A_Fractal_073,data/raw/stimuli/CAT2000/Fractal/073.jpg,Fractal,nan,1987,grid_31,960,1620,12.049751363346202,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,1.8000535001046956,202.33867690013722,204.44500790024176,204.46014550002292,210.51203830027953,205.92533130012453,209.943604900036,209.943604900036,210.44545990042388,210.5120415003039,210.4454926000908,202.33867690013722,210.4454926000908,8.106815699953586,False,
2026-02-03T12:22:49.632147,P35,A,1,8,A_MB01_T008,image,iso_icc_01,iso_icc,data/raw/stimuli/polygons/iso_icc_01.json,A_Random_121,data/raw/stimuli/CAT2000/Random/121.jpg,Random,nan,1987,grid_32,1920,1620,23.119020643887126,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.20026220008730888,210.51269660005346,211.01700780028477,211.02704640012234,217.40403570001945,212.82596740033478,216.84380810009316,216.84380810009316,217.3456724002026,217.40403890004382,217.34570450009778,210.51269660005346,217.34570450009778,6.833007900044322,False,
2026-02-03T12:22:59.033332,P35,A,1,9,A_MB01_T009,image,baseline_asym_01,baseline_asymmetric,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,A_Random_189,data/raw/stimuli/CAT2000/Random/189.jpg,Random,nan,1987,grid_33,2880,1620,32.63520862273857,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,2.521368300076574,217.40477700019255,220.2480082004331,220.2605284000747,226.80503160040826,222.22615430038422,226.24403170030564,226.24403170030564,226.74598630005494,226.8050345000811,226.7460175002925,217.40477700019255,226.7460175002925,9.341240500099957,False,
2026-02-03T12:23:05.715558,P35,A,1,10,A_MB01_T010,empty,pair_C1_02,pair_C1_bbc_vs_chc_icc,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,nan,nan,nan,nan,1987,grid_11,960,540,12.049751363346202,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1,1.6649442999623716,226.80576650006697,228.7800079002045,228.79406910017133,233.4880338003859,228.91091850027442,232.9275870001875,232.9275870001875,233.42949910042807,233.4880366004072,233.42952960031107,226.80576650006697,233.42952960031107,6.623763100244105,False,
