timestamp,participant_id,part,mini_block,calibration_start_time,calibration_end_time,calibration_result,calibration_error_deg,validation_result,validation_error_avg_deg,validation_error_max_deg,n_trials,n_trials_completed,n_drift_failures,n_recalibrations_within_block,memory_response,memory_correct,memory_rt_ms,break_duration_actual_s,block_start_time,block_end_time,block_duration_s
2026-01-27T16:08:35.533050,P21,B,1,20.05299560027197,85.45275340043008,PASS,,PASS,,,39,39,0,,new,True,3726.68100008741,31.03203500015661,20.0526936003007,393.558670300059,373.5059766997583
2026-01-27T16:13:52.257074,P21,B,2,393.56336330017075,397.92610720032826,PASS,,PASS,,,39,39,0,,new,True,3478.199699893594,30.99922739993781,393.56301190005615,710.2827008999884,316.71968899993226
2026-01-27T16:19:34.528555,P21,B,3,710.2917151004076,718.8656495003961,PASS,,PASS,,,39,39,0,,new,False,5255.268900189549,30.982410400174558,710.2913668002002,1052.5541898002848,342.2628230000846
2026-01-27T16:25:48.084580,P21,B,4,1052.5586764002219,1095.9196047000587,PASS,,PASS,,,39,39,0,,old,True,2483.095500152558,30.977932500187308,1052.558330700267,1426.1095059001818,373.5511751999147
2026-01-27T16:31:31.905999,P21,B,5,1426.1145896003582,1439.391634200234,PASS,,PASS,,,39,39,0,,new,False,2412.42039995268,30.98248460004106,1426.1141802002676,1769.9309529000893,343.81677269982174
2026-01-27T16:37:20.027265,P21,B,6,1769.9358901004307,1786.5306057999842,PASS,,PASS,,,39,39,0,,new,True,2409.5586999319494,30.966009099967778,1769.9355260003358,2118.052880400326,348.1173543999903
2026-01-27T16:43:19.849287,P21,B,7,2118.057496700436,2134.0024337000214,PASS,,PASS,,,39,39,0,,new,False,2815.985399764031,30.982983800116926,2118.0571572002955,2477.874959100038,359.81780189974234
2026-01-27T16:49:49.736589,P21,B,8,2477.8798812003806,2500.4904054002836,PASS,,PASS,,,39,39,0,,new,True,2306.9247999228537,30.98273180006072,2477.8795447000302,2867.761467100121,389.88192240009084
2026-01-27T16:55:37.823861,P21,B,9,2867.766210200265,2897.593775200192,PASS,,PASS,,,39,39,0,,new,False,8086.533399764448,0.0,2867.765853200108,3215.8494391003624,348.08358590025455
