timestamp,participant_id,part,mini_block,trial_in_block,trial_uid,trial_type,polygon_id,polygon_case,polygon_json_path,image_id,image_path,category,bias_level,aperture_scale_factor,cue_pos_id,cue_x_px,cue_y_px,cue_x_deg,cue_y_deg,stimulus_duration_s,iti_s,max_drift_time_s,drift_retry_limit,aoi_radius_deg,aoi_radius_px,validation_rms_before_trial,validation_max_err_before_trial,center_screen_x_px,center_screen_y_px,center_screen_x_deg,center_screen_y_deg,center_mass_x_px,center_mass_y_px,center_mass_x_deg,center_mass_y_deg,dist_center_mass_to_screen_deg,angle_center_mass_to_screen_deg,center_hull_x_px,center_hull_y_px,center_hull_x_deg,center_hull_y_deg,dist_center_hull_to_screen_deg,angle_center_hull_to_screen_deg,center_bbc_x_px,center_bbc_y_px,center_bbc_x_deg,center_bbc_y_deg,dist_center_bbc_to_screen_deg,angle_center_bbc_to_screen_deg,center_icc_x_px,center_icc_y_px,center_icc_x_deg,center_icc_y_deg,dist_center_icc_to_screen_deg,angle_center_icc_to_screen_deg,drift_check_passed,drift_error_x_deg,drift_error_y_deg,drift_attempts,drift_total_time_s,ts_trial_start,ts_recording_start,ts_cue_onset,ts_drift_end,ts_stim_onset,ts_stim_offset,ts_iti_onset,ts_iti_offset,ts_recording_stop,ts_trial_end,trial_start_time,trial_end_time,trial_duration_s,aborted,recalibrated
2026-01-15T09:07:57.823087,P01,A,1,1,A_MB01_T001,image,pair_C2_03,pair_C2_chc_vs_bbc_icc,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,A_Random_169,data/raw/stimuli/CAT2000/Random/169.jpg,Random,nan,1987,grid_11,960,540,12.049751363346202,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.8883233000524342,113.38635100005195,113.50190669996664,113.53513589990325,119.54292470007204,114.96817029989325,118.98463910003193,118.98463910003193,119.48650190001354,119.5429280998651,119.48653930006549,113.38635100005195,119.48653930006549,6.100188300013542,False,False
2026-01-15T09:08:03.588657,P01,A,1,2,A_MB01_T002,image,pair_C2_01,pair_C2_chc_vs_bbc_icc,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,A_Satelite_097,data/raw/stimuli/CAT2000/Satelite/097.jpg,Satelite,nan,1987,grid_12,1920,540,23.119020643887126,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.5650374998804182,119.54438979993574,119.65189950005151,119.66829529986717,125.3089226000011,120.73332930007018,124.7511525999289,124.7511525999289,125.25303400005214,125.30892589990981,125.25306449993514,119.54438979993574,125.25306449993514,5.708674699999392,False,False
2026-01-15T09:08:09.821503,P01,A,1,3,A_MB01_T003,image,baseline_rect_01,baseline_rectangle,data/raw/stimuli/polygons/baseline_rectangle.json,A_Sketch_155,data/raw/stimuli/CAT2000/Sketch/155.jpg,Sketch,nan,1987,grid_13,2880,540,32.63520862273857,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.8185018000658602,125.31028259987943,125.41889999993145,125.43486159993336,131.54092409997247,126.96805999986827,130.98423539986834,130.98423539986834,131.4863126000855,131.54092739988118,131.48634579987265,125.31028259987943,131.48634579987265,6.176063199993223,False,False
2026-01-15T09:08:15.820920,P01,A,1,4,A_MB01_T004,image,iso_icc_01,iso_icc,data/raw/stimuli/polygons/iso_icc_01.json,A_Object_075,data/raw/stimuli/CAT2000/Object/075.jpg,Object,nan,1987,grid_21,960,1080,12.049751363346202,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.7800912000238895,131.54228379996493,131.65090020000935,131.66804530005902,137.540922800079,132.9663533999119,136.98406459996477,136.98406459996477,137.4859354000073,137.54092619987205,137.48596749990247,131.54228379996493,137.48596749990247,5.943683699937537,False,False
2026-01-15T09:08:21.755375,P01,A,1,5,A_MB01_T005,image,allfar_convex_01,allfar_convex,data/raw/stimuli/polygons/allfar_convex.json,A_Random_155,data/raw/stimuli/CAT2000/Random/155.jpg,Random,nan,1987,grid_22,1920,1080,23.119020643887126,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.7746184999123216,137.54227930004708,137.649899299955,137.66784860007465,143.47492329985835,138.90124589996412,142.9172002999112,142.9172002999112,143.41904060007073,143.4749265999999,143.41907719988376,137.54227930004708,143.41907719988376,5.876797899836674,False,False
2026-01-15T09:08:27.486657,P01,A,1,6,A_MB01_T006,image,allfar_intermediate_01,allfar_intermediate,data/raw/stimuli/polygons/allfar_intermediate.json,A_Satelite_015,data/raw/stimuli/CAT2000/Satelite/015.jpg,Satelite,nan,1987,grid_23,2880,1080,32.63520862273857,13.503472356031734,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.5247208001092076,143.47632039990276,143.58389979996718,143.60095299989916,149.20692420005798,144.6333284000866,148.65037110005505,148.65037110005505,149.1525365000125,149.20692740008235,149.15257110004313,143.47632039990276,149.15257110004313,5.676250700140372,False,False
2026-01-15T09:08:33.637740,P01,A,1,7,A_MB01_T007,image,pair_C1_03,pair_C1_bbc_vs_chc_icc,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,A_Fractal_073,data/raw/stimuli/CAT2000/Fractal/073.jpg,Fractal,nan,1987,grid_31,960,1620,12.049751363346202,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.9657636000774801,149.20827970001847,149.3158994000405,149.33411030005664,155.35792270000093,150.78261619992554,154.8001502000261,154.8001502000261,155.30223929998465,155.35792579990812,155.30227890005335,149.20827970001847,155.30227890005335,6.093999200034887,False,False
2026-01-15T09:08:39.354837,P01,A,1,8,A_MB01_T008,image,iso_icc_01,iso_icc,data/raw/stimuli/polygons/iso_icc_01.json,A_Random_121,data/raw/stimuli/CAT2000/Random/121.jpg,Random,nan,1987,grid_32,1920,1620,23.119020643887126,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.4946920999791473,155.35919549991377,155.46689949999563,155.48392489994876,161.07492729998194,156.49890140001662,160.51663929992355,160.51663929992355,161.01863260008395,161.07493070000783,161.01866360008717,155.35919549991377,161.01866360008717,5.659468100173399,False,False
2026-01-15T09:08:45.254266,P01,A,1,9,A_MB01_T009,image,baseline_asym_01,baseline_asymmetric,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,A_Random_189,data/raw/stimuli/CAT2000/Random/189.jpg,Random,nan,1987,grid_33,2880,1620,32.63520862273857,19.80974465169186,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.6335266001988202,161.07628799998201,161.18389969994314,161.2004181998782,166.97392389993183,162.39900749991648,166.4164229000453,166.4164229000453,166.91833209991455,166.97392720007338,166.91836480004713,161.07628799998201,166.91836480004713,5.842076800065115,False,False
2026-01-15T09:08:50.919824,P01,A,1,10,A_MB01_T010,empty,pair_C1_02,pair_C1_bbc_vs_chc_icc,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,nan,nan,nan,nan,1987,grid_11,960,540,12.049751363346202,6.846807837997614,4.0,0.5,10.0,1,2.0,157.04706105708198,,,1920.0,1080.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1,0.9412534001749009,166.97528379992582,167.0829002999235,167.10017069987953,172.63992109987885,168.0664035999216,172.0829117000103,172.0829117000103,172.58484530006535,172.6399242999032,172.58487530006096,166.97528379992582,172.58487530006096,5.609591500135139,False,False
